ID,Prompt,PhraseA,PhraseB,Test 2
2922,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_help_with_all_question. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_help_with_all_question,Yes
2923,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_help_with_everything_needed. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_help_with_everything_needed,Yes
2924,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is upgrade_room_free. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,upgrade_room_free,No
2925,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is personal_attention_staff. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,personal_attention_staff,Yes
2926,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_left_clear_information_for_arrival. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_left_clear_information_for_arrival,Yes
2927,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_left_precise_information_for_arrival. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_left_precise_information_for_arrival,Yes
2928,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_send_phot_for_arrival. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_send_phot_for_arrival,No
2929,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is sympathy_staff. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,sympathy_staff,Yes
2930,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_speak_French. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_speak_French,No
2931,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_settle_early. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_settle_early,No
2932,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_think_all_detail. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_think_all_detail,No
2933,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_take_care_late_check-in. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_take_care_late_check-in,Yes
2934,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_take_care_for_adapter. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_take_care_for_adapter,No
2935,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_help_find_rental_car. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_help_find_rental_car,No
2936,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is accompanying_staff. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,accompanying_staff,Yes
2937,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is advising_staff. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,advising_staff,Yes
2938,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_communicate_before_arrival. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_communicate_before_arrival,No
2939,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_try_to_help. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_try_to_help,Yes
2940,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_answer_everything. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_answer_everything,Yes
2941,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_take_care_well-being_of_guest. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_take_care_well-being_of_guest,Yes
2942,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is incredible_staff. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,incredible_staff,No
2943,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is soulful_atmosphere_staff. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,soulful_atmosphere_staff,Yes
2944,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is greeting_with_smile. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,greeting_with_smile,Yes
2945,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is respond_to_help. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,respond_to_help,Yes
2946,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_call_us_taxi. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_call_us_taxi,Yes
2947,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_no_charge_lost_room_ticket. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_no_charge_lost_room_ticket,No
2948,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_give_pleasant_feeling. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_give_pleasant_feeling,No
2949,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_confirm_arrival_time. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_confirm_arrival_time,Yes
2950,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is pleasant_welcome. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,pleasant_welcome,Yes
2951,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_help_order_taxi_to_airport. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_help_order_taxi_to_airport,Yes
2952,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_wait_for_check-in_at_3am. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_wait_for_check-in_at_3am,Yes
2953,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is service_of_staff. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,service_of_staff,No
2954,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is accommodated_staff. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,accommodated_staff,Yes
2955,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_give_early_check-in. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_give_early_check-in,Yes
2956,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_give_early_check-out. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_give_early_check-out,No
2957,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_arrange_transfer_to_airport. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_arrange_transfer_to_airport,No
2958,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_give_instruction_to_get_to_hotel. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_give_instruction_to_get_to_hotel,No
2959,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_pick_up_at_bus_stop. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_pick_up_at_bus_stop,No
2960,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_allow_leave_thing_after_check-out. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_allow_leave_thing_after_check-out,No
2961,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_clean_everyday. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_clean_everyday,Yes
2962,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_solve_problem_instantly. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_solve_problem_instantly,No
2963,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_wait_until_2am. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_wait_until_2am,No
2964,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_organize_fast_transfer. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_organize_fast_transfer,Yes
2965,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_solve_wish_immediately. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_solve_wish_immediately,Yes
2966,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_solve_problem_immediately. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_solve_problem_immediately,Yes
2967,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_welcome_in_French. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_welcome_in_French,Yes
2968,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is top_notch_staff. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,top_notch_staff,Yes
2969,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is sympathy_of_restaurant_staff. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,sympathy_of_restaurant_staff,Yes
2970,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is super_service_staff. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,super_service_staff,Yes
2971,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_help_immediately_with_adapter. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_help_immediately_with_adapter,Yes
2972,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_drive_me_to_airport. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_drive_me_to_airport,Yes
2973,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is can_request_adapter. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,can_request_adapter,No
2974,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is can_request_socket. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,can_request_socket,Yes
2975,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is efficient_staff. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,efficient_staff,No
2976,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is cordial_staff. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,cordial_staff,Yes
2977,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is quiet_staff. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,quiet_staff,Yes
2978,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is top_staff. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,top_staff,Yes
2979,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is constructive_attitude_staff. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,constructive_attitude_staff,Yes
2980,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_explain. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_explain,Yes
2981,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_do_everything_to_compensate_inconvenience. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_do_everything_to_compensate_inconvenience,Yes
2982,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_prepare_a_lot. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_prepare_a_lot,Yes
2983,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_prepare_pool. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_prepare_pool,No
2984,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_prepare_play_room. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_prepare_play_room,Yes
2985,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_prepare_roof_garden. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_prepare_roof_garden,No
2986,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_communicate_well_French. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_communicate_well_French,No
2987,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is willing_to_help_staff. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,willing_to_help_staff,Yes
2988,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is warm_welcome_in_French. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,warm_welcome_in_French,Yes
2989,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is perfect_welcome_at4am_arrival. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,perfect_welcome_at4am_arrival,Yes
2990,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is staff_alway_smile. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,staff_alway_smile,Yes
2991,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is willingness_staff. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,willingness_staff,Yes
2992,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is warm_service_staff. Phrase A is no_evident_not_friendliest_staff.",no_evident_not_friendliest_staff,warm_service_staff,Yes
2993,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is helpful_staff. Phrase A is no_evident_not_friendly_staff.",no_evident_not_friendly_staff,helpful_staff,Yes
2994,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is easy_to_communicate_with. Phrase A is no_evident_not_friendly_staff.",no_evident_not_friendly_staff,easy_to_communicate_with,Yes
2995,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is nice_staff. Phrase A is no_evident_not_friendly_staff.",no_evident_not_friendly_staff,nice_staff,Yes
2996,"Is phrase B contrary to phrase A? Answer exactly 'Yes' or 'No' only. Don't provide any nonsensical or multilingual garbage text.

[Example] Phrase B is no_one_answer_phone. Phrase A is no_evident_not_prompt_response_staff. Answer is 'Yes'.

[Question] Phrase B is great_staff. Phrase A is no_evident_not_friendly_staff.",no_evident_not_friendly_staff,great_staff,Yes
